time_step,com_x,com_y,com_z,lf_x,lf_y,lf_z,rf_x,rf_y,rf_z
0.5,0.0,-9.71445146547012e-17,0.45,0.0,0.1,0.0,-0.006282257999273856,-0.10000000000000013,-5.551115123125783e-17
0.51,0.0,-9.71445146547012e-17,0.44999999999999996,0.0,0.1,-5.551115123125783e-17,-0.006282257999273856,-0.10000000000000013,-5.551115123125783e-17
0.52,6.848905301397486e-06,-0.0037368348638028986,0.44999999999999996,3.294807644230935e-05,0.0962631651361972,0.0015679999999999583,-0.006282257999273856,-0.10000000000000013,-5.551115123125783e-17
0.53,2.7410554531735916e-05,-0.007263777901416246,0.44999999999999996,0.00013170423759046655,0.09273622209858386,0.0030719999999999636,-0.006282257999273856,-0.10000000000000013,-5.551115123125783e-17
0.54,6.172978023003158e-05,-0.010588519245550584,0.44999999999999996,0.000296004717968624,0.08941148075444952,0.0045119999999999605,-0.006282257999273856,-0.10000000000000013,-5.551115123125783e-17
0.55,0.00010988141190084854,-0.013718308149140268,0.44999999999999996,0.0005254113704519115,0.08628169185085983,0.005887999999999949,-0.006282257999273856,-0.10000000000000013,-5.551115123125783e-17
0.56,0.00017197043917226845,-0.016659968791585864,0.44999999999999996,0.0008193138539088038,0.08334003120841424,0.007199999999999929,-0.006282257999273856,-0.10000000000000013,-5.551115123125783e-17
0.5700000000000001,0.00024813224071485156,-0.019419915158168294,0.44999999999999996,0.0011769326852037927,0.08058008484183181,0.008447999999999956,-0.006282257999273856,-0.10000000000000013,-5.551115123125783e-17
0.58,0.000338532879420767,-0.022004165025076863,0.44999999999999996,0.0015973231449181,0.07799583497492324,0.009631999999999918,-0.006282257999273856,-0.10000000000000013,-5.551115123125783e-17
0.59,0.00044336946448666256,-0.024418353080544908,0.44999999999999996,0.0020793800231828615,0.0755816469194552,0.010751999999999928,-0.006282257999273856,-0.10000000000000013,-5.551115123125783e-17
0.6,0.0005628705811897786,-0.02666774321070177,0.44999999999999996,0.0026218431891136223,0.07333225678929833,0.01180799999999993,-0.006282257999273856,-0.10000000000000013,-5.551115123125783e-17
0.61,0.0006972967892943938,-0.028757239976929375,0.44999999999999996,0.003223303964499338,0.07124276002307073,0.012799999999999923,-0.006282257999273856,-0.10000000000000013,-5.551115123125783e-17
0.62,0.0008469411911753042,-0.030691399309748638,0.44999999999999996,0.0038822122796455436,0.06930860069025148,0.013727999999999962,-0.006282257999273856,-0.10000000000000013,-5.551115123125783e-17
0.63,0.0010121300708970868,-0.032474438442552336,0.44999999999999996,0.004596884586611711,0.06752556155744778,0.014591999999999938,-0.006282257999273856,-0.10000000000000013,-5.551115123125783e-17
0.64,0.0011932236056425962,-0.0341102451068442,0.44999999999999996,0.00536551250252846,0.06588975489315592,0.015391999999999961,-0.006282257999273856,-0.10000000000000013,-5.551115123125783e-17
0.65,0.001390616651041861,-0.035602386009033454,0.44999999999999996,0.006186172153242262,0.06439761399096666,0.01612799999999992,-0.006282257999273856,-0.10000000000000013,-5.551115123125783e-17
0.66,0.0016047396021137608,-0.036954114607267316,0.44999999999999996,0.007056834185224248,0.0630458853927328,0.016799999999999926,-0.006282257999273856,-0.10000000000000013,-5.551115123125783e-17
0.67,0.00183605933169762,-0.03816837820525845,0.44999999999999996,0.007975374411505563,0.061831621794741665,0.017407999999999924,-0.006282257999273856,-0.10000000000000013,-5.551115123125783e-17
0.68,0.002085080208420912,-0.03924782437857431,0.44999999999999996,0.008939585055374396,0.060752175621425805,0.017951999999999968,-0.006282257999273856,-0.10000000000000013,-5.551115123125783e-17
0.6900000000000001,0.002352345196422627,-0.0401948067474004,0.44999999999999996,0.009947186553697938,0.05980519325259972,0.01843199999999995,-0.006282257999273856,-0.10000000000000013,-5.551115123125783e-17
0.7000000000000001,0.0026384370392301473,-0.04101139010836463,0.44999999999999996,0.010995839880024914,0.0589886098916355,0.01884799999999992,-0.006282257999273856,-0.10000000000000013,-5.551115123125783e-17
0.71,0.0029439795303709305,-0.041699354936611616,0.44999999999999996,0.012083159346088534,0.058300645063388515,0.01919999999999994,-0.006282257999273856,-0.10000000000000013,-5.551115123125783e-17
0.72,0.00326963887348947,-0.04226020126794375,0.44999999999999996,0.01320672583897319,0.05773979873205638,0.01948799999999995,-0.006282257999273856,-0.10000000000000013,-5.551115123125783e-17
0.73,0.0036161251349350904,-0.04269515196949332,0.44999999999999996,0.014364100450037188,0.05730484803050681,0.019711999999999952,-0.006282257999273856,-0.10000000000000013,-5.551115123125783e-17
0.74,0.0039841937919878265,-0.0430051554060572,0.44999999999999996,0.015552838450704265,0.05699484459394293,0.019871999999999945,-0.006282257999273856,-0.10000000000000013,-5.551115123125783e-17
0.75,0.004374647380098099,-0.04319088750790768,0.44999999999999996,0.016770503569453754,0.05680911249209245,0.01996799999999993,-0.006282257999273856,-0.10000000000000013,-5.551115123125783e-17
0.76,0.004788337242731864,-0.04325275324458829,0.44999999999999996,0.01801468252375718,0.05674724675541185,0.019999999999999962,-0.006282257999273856,-0.10000000000000013,-5.551115123125783e-17
0.77,0.005226165387636542,-0.0431908875079077,0.44999999999999996,0.01928299976033152,0.056809112492092445,0.01996799999999993,-0.006282257999273856,-0.10000000000000013,-5.551115123125783e-17
0.78,0.00568908645357517,-0.04300515540605719,0.44999999999999996,0.020573132356909364,0.05699484459394295,0.019871999999999945,-0.006282257999273856,-0.10000000000000013,-5.551115123125783e-17
0.79,0.006178109791816988,-0.04269515196949327,0.44999999999999996,0.021882825038765524,0.05730484803050687,0.019711999999999952,-0.006282257999273856,-0.10000000000000013,-5.551115123125783e-17
0.8,0.006694301666922977,-0.042260201267943706,0.44999999999999996,0.023209905263489886,0.05773979873205644,0.01948799999999995,-0.006282257999273856,-0.10000000000000013,-5.551115123125783e-17
0.81,0.007238787581624913,-0.041699354936611595,0.44999999999999996,0.02455229832795794,0.05830064506338855,0.01919999999999994,-0.006282257999273856,-0.10000000000000013,-5.551115123125783e-17
0.8200000000000001,0.00781275473086709,-0.0410113901083646,0.44999999999999996,0.025908042452122953,0.05898860989163555,0.01884799999999992,-0.006282257999273856,-0.10000000000000013,-5.551115123125783e-17
0.8300000000000001,0.0084174545903615,-0.04019480674740035,0.44999999999999996,0.027275303795136815,0.05980519325259981,0.01843199999999995,-0.006282257999273856,-0.10000000000000013,-5.551115123125783e-17
0.84,0.00905420564530054,-0.03924782437857423,0.44999999999999996,0.028652391360397683,0.06075217562142593,0.017951999999999968,-0.006282257999273856,-0.10000000000000013,-5.551115123125783e-17
0.85,0.009724396265176948,-0.03816837820525836,0.44999999999999996,0.030037771747419638,0.061831621794741796,0.017407999999999924,-0.006282257999273856,-0.10000000000000013,-5.551115123125783e-17
0.86,0.010429487730979169,-0.03695411460726723,0.44999999999999996,0.031430083709919315,0.06304588539273293,0.016799999999999926,-0.006282257999273856,-0.10000000000000013,-5.551115123125783e-17
0.87,0.011171017421362664,-0.0356023860090333,0.44999999999999996,0.032828152481212895,0.06439761399096686,0.01612799999999992,-0.006282257999273856,-0.10000000000000013,-5.551115123125783e-17
0.88,0.011950602164744284,-0.03411024510684402,0.44999999999999996,0.03423100382990905,0.06588975489315614,0.015391999999999906,-0.006282257999273856,-0.10000000000000013,-5.551115123125783e-17
0.89,0.012769941764628581,-0.03247443844255224,0.44999999999999996,0.035637877810964586,0.06752556155744792,0.014591999999999938,-0.006282257999273856,-0.10000000000000013,-5.551115123125783e-17
0.9,0.013630822705852684,-0.030691399309748457,0.44999999999999996,0.037048242179433075,0.0693086006902517,0.013727999999999907,-0.006282257999273856,-0.10000000000000013,-5.551115123125783e-17
0.91,0.014535122049830781,-0.028757239976929208,0.44999999999999996,0.03846180543667647,0.07124276002307096,0.012799999999999923,-0.006282257999273856,-0.10000000000000013,-5.551115123125783e-17
0.92,0.015484811527291453,-0.02666774321070163,0.44999999999999996,0.03987852948141824,0.07333225678929854,0.01180799999999993,-0.006282257999273856,-0.10000000000000013,-5.551115123125783e-17
0.93,0.016481961837431586,-0.024418353080544714,0.44999999999999996,0.04129864184078602,0.07558164691945546,0.010751999999999928,-0.006282257999273856,-0.10000000000000013,-5.551115123125783e-17
0.9400000000000001,0.017528747162860736,-0.022004165025076655,0.44999999999999996,0.04272264745941404,0.07799583497492352,0.009631999999999918,-0.006282257999273856,-0.10000000000000013,-5.551115123125783e-17
0.9500000000000001,0.01862744991018036,-0.0194199151581681,0.44999999999999996,0.04415134002774204,0.08058008484183207,0.0084479999999999,-0.006282257999273856,-0.10000000000000013,-5.551115123125783e-17
0.96,0.01978046568653414,-0.016659968791585586,0.44999999999999996,0.04558581283384823,0.08334003120841459,0.007199999999999929,-0.006282257999273856,-0.10000000000000013,-5.551115123125783e-17
0.97,0.020990308522980387,-0.013718308149140088,0.44999999999999996,0.047027469126479954,0.08628169185086008,0.005887999999999893,-0.006282257999273856,-0.10000000000000013,-5.551115123125783e-17
0.98,0.022259616356075478,-0.010588519245550349,0.44999999999999996,0.04847803198038751,0.08941148075444982,0.004511999999999905,-0.006282257999273856,-0.10000000000000013,-5.551115123125783e-17
0.99,0.023591156779620287,-0.007263777901416052,0.44999999999999996,0.049939553658612176,0.09273622209858412,0.003071999999999908,-0.006282257999273856,-0.10000000000000013,-5.551115123125783e-17
1.0,0.024987833079110858,-0.0037368348638027182,0.44999999999999996,0.05141442447002057,0.09626316513619745,0.0015679999999999028,-0.006282257999273856,-0.10000000000000013,-5.551115123125783e-17
1.01,0.026452690562050643,1.249000902703301e-16,0.44999999999999996,0.052905381124101265,0.1000000000000003,-1.1102230246251565e-16,-0.006282257999273856,-0.10000000000000013,-5.551115123125783e-17
1.02,0.026452690562050643,1.249000902703301e-16,0.4499999999999999,0.052905381124101265,0.1000000000000003,-1.1102230246251565e-16,-0.00628225799927383,-0.10000000000000013,-1.1102230246251565e-16
1.03,0.027924396950291832,0.0037368348638029264,0.4499999999999999,0.052905381124101265,0.1000000000000003,-1.1102230246251565e-16,-0.004752154968192705,-0.09626316513619733,0.0015679999999999028
1.04,0.029341634899012748,0.007263777901416274,0.4499999999999999,0.052905381124101265,0.1000000000000003,-1.1102230246251565e-16,-0.0031599575558223687,-0.09273622209858398,0.003071999999999908
1.05,0.03070749454825585,0.010588519245550612,0.4499999999999999,0.052905381124101265,0.1000000000000003,-1.1102230246251565e-16,-0.0015032661071920257,-0.08941148075444964,0.004511999999999905
1.06,0.03202495401302175,0.013718308149140282,0.4499999999999999,0.052905381124101265,0.1000000000000003,-1.1102230246251565e-16,0.00021974971245518338,-0.08628169185085999,0.005887999999999893
1.07,0.033296885876739415,0.016659968791585877,0.4499999999999999,0.052905381124101265,0.1000000000000003,-1.1102230246251565e-16,0.0020103619408965642,-0.08334003120841439,0.007199999999999873
1.08,0.03452606345463578,0.01941991515816832,0.4499999999999999,0.052905381124101265,0.1000000000000003,-1.1102230246251565e-16,0.003869296898922018,-0.08058008484183196,0.0084479999999999
1.09,0.03571516684066132,0.02200416502507689,0.4499999999999999,0.052905381124101265,0.1000000000000003,-1.1102230246251565e-16,0.005796749315811419,-0.07799583497492339,0.009631999999999863
1.1,0.036866788751156364,0.02441835308054492,0.4499999999999999,0.052905381124101265,0.1000000000000003,-1.1102230246251565e-16,0.007792397981599877,-0.07558164691945538,0.010751999999999873
1.11,0.03798344017799961,0.026667743210701783,0.4499999999999999,0.052905381124101265,0.1000000000000003,-1.1102230246251565e-16,0.009855422900162083,-0.07333225678929853,0.011807999999999874
1.12,0.03906755586356489,0.02875723997692939,0.4499999999999999,0.052905381124101265,0.1000000000000003,-1.1102230246251565e-16,0.011984523910056978,-0.07124276002307092,0.012799999999999867
1.1300000000000001,0.04012149960942389,0.03069139930974865,0.4499999999999999,0.052905381124101265,0.1000000000000003,-1.1102230246251565e-16,0.014177940733189502,-0.06930860069025167,0.013727999999999907
1.1400000000000001,0.041147569430369776,0.032474438442552336,0.4499999999999999,0.052905381124101265,0.1000000000000003,-1.1102230246251565e-16,0.016433474404692554,-0.067525561557448,0.014591999999999883
1.1500000000000001,0.042148002564999586,0.0341102451068442,0.4499999999999999,0.052905381124101265,0.1000000000000003,-1.1102230246251565e-16,0.01874851003103363,-0.06588975489315615,0.015391999999999906
1.16,0.04312498035378047,0.035602386009033454,0.4499999999999999,0.052905381124101265,0.1000000000000003,-1.1102230246251565e-16,0.021120040817229842,-0.06439761399096691,0.016127999999999865
1.17,0.04408063299523586,0.036954114607267316,0.4499999999999999,0.052905381124101265,0.1000000000000003,-1.1102230246251565e-16,0.02354469329823449,-0.06304588539273306,0.01679999999999987
1.18,0.045017044190621934,0.03816837820525844,0.4499999999999999,0.052905381124101265,0.1000000000000003,-1.1102230246251565e-16,0.026018753704059237,-0.06183162179474197,0.017407999999999868
1.19,0.045936255687221636,0.03924782437857429,0.4499999999999999,0.052905381124101265,0.1000000000000003,-1.1102230246251565e-16,0.02853819538303852,-0.06075217562142613,0.017951999999999912
1.2,0.04684027173016239,0.04019480674740038,0.4499999999999999,0.052905381124101265,0.1000000000000003,-1.1102230246251565e-16,0.031098707202845553,-0.05980519325260006,0.018431999999999893
1.21,0.04773106343246432,0.041011390108364604,0.4499999999999999,0.052905381124101265,0.1000000000000003,-1.1102230246251565e-16,0.03369572284445009,-0.05898860989163586,0.018847999999999865
1.22,0.04861057307284729,0.04169935493661158,0.4499999999999999,0.052905381124101265,0.1000000000000003,-1.1102230246251565e-16,0.03632445090018316,-0.058300645063388896,0.019199999999999884
1.23,0.049480718330667764,0.0422602012679437,0.4499999999999999,0.052905381124101265,0.1000000000000003,-1.1102230246251565e-16,0.038979905683457695,-0.05773979873205679,0.019487999999999894
1.24,0.05034339646721937,0.04269515196949327,0.4499999999999999,0.052905381124101265,0.1000000000000003,-1.1102230246251565e-16,0.04165693865450071,-0.05730484803050725,0.019711999999999896
1.25,0.051200488462513925,0.043005155406057136,0.4499999999999999,0.052905381124101265,0.1000000000000003,-1.1102230246251565e-16,0.04435027036369215,-0.0569948445939434,0.01987199999999989
1.26,0.052053863116562814,0.04319088750790761,0.4499999999999999,0.052905381124101265,0.1000000000000003,-1.1102230246251565e-16,0.04705452281179079,-0.05680911249209295,0.019967999999999875
1.27,0.05290538112410125,0.04325275324458821,0.4499999999999999,0.052905381124101265,0.1000000000000003,-1.1102230246251565e-16,0.04976425212446434,-0.056747246755412366,0.019999999999999907
1.28,0.05375689913163971,0.04319088750790761,0.4499999999999999,0.052905381124101265,0.1000000000000003,-1.1102230246251565e-16,0.052473981437137905,-0.05680911249209298,0.019967999999999875
1.29,0.054610273785688605,0.043005155406057094,0.4499999999999999,0.052905381124101265,0.1000000000000003,-1.1102230246251565e-16,0.055178233885236544,-0.05699484459394352,0.01987199999999989
1.3,0.05546736578098315,0.04269515196949316,0.4499999999999999,0.052905381124101265,0.1000000000000003,-1.1102230246251565e-16,0.05787156559442798,-0.05730484803050747,0.019711999999999896
1.31,0.05633004391753476,0.04226020126794358,0.4499999999999999,0.052905381124101265,0.1000000000000003,-1.1102230246251565e-16,0.06054859856547099,-0.05773979873205708,0.019487999999999894
1.32,0.05720018917535525,0.04169935493661146,0.4499999999999999,0.052905381124101265,0.1000000000000003,-1.1102230246251565e-16,0.06320405334874554,-0.05830064506338921,0.019199999999999884
1.33,0.05807969881573821,0.04101139010836445,0.4499999999999999,0.052905381124101265,0.1000000000000003,-1.1102230246251565e-16,0.0658327814044786,-0.058988609891636234,0.018847999999999865
1.34,0.05897049051804013,0.04019480674740019,0.4499999999999999,0.052905381124101265,0.1000000000000003,-1.1102230246251565e-16,0.06842979704608312,-0.05980519325260052,0.018431999999999893
1.35,0.05987450656098089,0.039247824378574055,0.4499999999999999,0.052905381124101265,0.1000000000000003,-1.1102230246251565e-16,0.07099030886589017,-0.06075217562142667,0.017951999999999912
1.36,0.060793718057580576,0.038168378205258174,0.4499999999999999,0.052905381124101265,0.1000000000000003,-1.1102230246251565e-16,0.07350975054486944,-0.06183162179474257,0.017407999999999868
1.37,0.06173012925296666,0.036954114607267025,0.4499999999999999,0.052905381124101265,0.1000000000000003,-1.1102230246251565e-16,0.0759838109506942,-0.06304588539273374,0.01679999999999987
1.3800000000000001,0.06268578189442205,0.03560238600903308,0.4499999999999999,0.052905381124101265,0.1000000000000003,-1.1102230246251565e-16,0.07840846343169883,-0.0643976139909677,0.016127999999999865
1.3900000000000001,0.06366275968320291,0.03411024510684378,0.4499999999999999,0.052905381124101265,0.1000000000000003,-1.1102230246251565e-16,0.08077999421789503,-0.06588975489315702,0.01539199999999985
1.4000000000000001,0.06466319281783275,0.03247443844255199,0.4499999999999999,0.052905381124101265,0.1000000000000003,-1.1102230246251565e-16,0.08309502984423614,-0.06752556155744882,0.014591999999999883
1.41,0.06568926263877861,0.03069139930974818,0.4499999999999999,0.052905381124101265,0.1000000000000003,-1.1102230246251565e-16,0.08535056351573916,-0.06930860069025264,0.013727999999999851
1.42,0.06674320638463763,0.028757239976928917,0.4499999999999999,0.052905381124101265,0.1000000000000003,-1.1102230246251565e-16,0.0875439803388717,-0.07124276002307192,0.012799999999999867
1.43,0.06782732207020294,0.026667743210701325,0.4499999999999999,0.052905381124101265,0.1000000000000003,-1.1102230246251565e-16,0.08967308134876661,-0.07333225678929951,0.011807999999999874
1.44,0.06894397349704616,0.024418353080544367,0.4499999999999999,0.052905381124101265,0.1000000000000003,-1.1102230246251565e-16,0.09173610626732881,-0.07558164691945649,0.010751999999999873
1.45,0.0700955954075412,0.022004165025076294,0.4499999999999999,0.052905381124101265,0.1000000000000003,-1.1102230246251565e-16,0.09373175493311726,-0.07799583497492457,0.009631999999999863
1.46,0.07128469879356676,0.01941991515816771,0.4499999999999999,0.052905381124101265,0.1000000000000003,-1.1102230246251565e-16,0.09565920735000669,-0.08058008484183316,0.008447999999999845
1.47,0.0725138763714631,0.016659968791585184,0.4499999999999999,0.052905381124101265,0.1000000000000003,-1.1102230246251565e-16,0.0975181423080321,-0.0833400312084157,0.007199999999999873
1.48,0.07378580823518081,0.013718308149139657,0.4499999999999999,0.052905381124101265,0.1000000000000003,-1.1102230246251565e-16,0.09930875453647353,-0.08628169185086122,0.005887999999999838
1.49,0.07510326769994671,0.01058851924554989,0.4499999999999999,0.052905381124101265,0.1000000000000003,-1.1102230246251565e-16,0.10103177035612074,-0.089411480754451,0.0045119999999998495
1.5,0.07646912734918983,0.007263777901415552,0.4499999999999999,0.052905381124101265,0.1000000000000003,-1.1102230246251565e-16,0.1026884618047511,-0.09273622209858534,0.0030719999999998526
1.51,0.07788636529791074,0.003736834863802191,0.4499999999999999,0.052905381124101265,0.1000000000000003,-1.1102230246251565e-16,0.10428065921712143,-0.0962631651361987,0.0015679999999998473
1.52,0.0793580716861519,-6.800116025829084e-16,0.4499999999999999,0.052905381124101265,0.1000000000000003,-1.1102230246251565e-16,0.10581076224820252,-0.10000000000000157,-1.6653345369377348e-16
1.53,0.0793580716861519,-6.800116025829084e-16,0.44999999999999984,0.052905381124101314,0.1000000000000003,-1.6653345369377348e-16,0.10581076224820252,-0.10000000000000157,-1.6653345369377348e-16
1.54,0.0808297780743931,-0.0037368348638034815,0.44999999999999984,0.054429285854624324,0.0962631651361975,0.0015679999999998473,0.10581076224820252,-0.10000000000000157,-1.6653345369377348e-16
1.55,0.082247016023114,-0.007263777901416829,0.44999999999999984,0.056002912827180874,0.09273622209858416,0.0030719999999998526,0.10581076224820252,-0.10000000000000157,-1.6653345369377348e-16
1.56,0.0836128756723571,-0.010588519245551167,0.44999999999999984,0.0576287349857837,0.08941148075444984,0.0045119999999998495,0.10581076224820252,-0.10000000000000157,-1.6653345369377348e-16
1.57,0.084930335137123,-0.013718308149140823,0.44999999999999984,0.05930870449217454,0.08628169185086021,0.005887999999999838,0.10581076224820252,-0.10000000000000157,-1.6653345369377348e-16
1.58,0.08620226700084067,-0.01665996879158642,0.44999999999999984,0.06104426326826315,0.08334003120841464,0.007199999999999818,0.10581076224820252,-0.10000000000000157,-1.6653345369377348e-16
1.59,0.08743144457873704,-0.01941991515816885,0.44999999999999984,0.06283635490566433,0.08058008484183225,0.008447999999999845,0.10581076224820252,-0.10000000000000157,-1.6653345369377348e-16
1.6,0.08862054796476257,-0.022004165025077405,0.44999999999999984,0.06468543793370664,0.07799583497492375,0.009631999999999807,0.10581076224820252,-0.10000000000000157,-1.6653345369377348e-16
1.61,0.08977216987525762,-0.02441835308054542,0.44999999999999984,0.06659150043059942,0.07558164691945578,0.010751999999999817,0.10581076224820252,-0.10000000000000157,-1.6653345369377348e-16
1.62,0.09088882130210087,-0.02666774321070227,0.44999999999999984,0.06855407595589796,0.073332256789299,0.011807999999999819,0.10581076224820252,-0.10000000000000157,-1.6653345369377348e-16
1.6300000000000001,0.09197293698766615,-0.02875723997692986,0.44999999999999984,0.07057226077602544,0.07124276002307146,0.012799999999999812,0.10581076224820252,-0.10000000000000157,-1.6653345369377348e-16
1.6400000000000001,0.09302688073352515,-0.03069139930974911,0.44999999999999984,0.07264473234841504,0.06930860069025228,0.013727999999999851,0.10581076224820252,-0.10000000000000157,-1.6653345369377348e-16
1.6500000000000001,0.09405295055447103,-0.03247443844255278,0.44999999999999984,0.07476976902384969,0.0675255615574487,0.014591999999999827,0.10581076224820252,-0.10000000000000157,-1.6653345369377348e-16
1.6600000000000001,0.09505338368910084,-0.03411024510684463,0.44999999999999984,0.07694527092082197,0.06588975489315693,0.01539199999999985,0.10581076224820252,-0.10000000000000157,-1.6653345369377348e-16
