0,-0.1,0
0,-0.1,0
0,-0.1,0
0,-0.1,0
0,-0.1,0
0,-0.1,0
0,-0.1,0
0,-0.1,0
0,-0.1,0
0,-0.1,0
0,-0.1,0
0,-0.1,0
0,-0.1,0
0,-0.1,0
0,-0.1,0
0,-0.1,0
0,-0.1,0
0,-0.1,0
0,-0.1,0
0,-0.1,0
0,-0.1,0
0,-0.1,0
0,-0.1,0
0,-0.1,0
0,-0.1,0
0,-0.1,0
0,-0.1,0
0,-0.1,0
0,-0.1,0
0,-0.1,0
0,-0.1,0
0,-0.1,0
0,-0.1,0
0,-0.1,0
0,-0.1,0
0,-0.1,0
0,-0.1,0
0,-0.1,0
0,-0.1,0
0,-0.1,0
0,-0.1,0
0,-0.1,0
0,-0.1,0
0,-0.1,0
0,-0.1,0
0,-0.1,0
0,-0.1,0
0,-0.1,0
0,-0.1,0
0,-0.1,0
0,-0.1,0
0,-0.1,0
0,-0.0962631651361972,0.00156800000000001
0,-0.0927362220985839,0.00307200000000002
0,-0.0894114807544495,0.00451200000000002
0,-0.0862816918508598,0.005888
0,-0.0833400312084142,0.00720000000000004
0,-0.0805800848418318,0.00844800000000001
0,-0.0779958349749232,0.00963200000000003
0,-0.0755816469194552,0.010752
0,-0.0733322567892983,0.011808
0,-0.0712427600230707,0.0128
0,-0.0693086006902514,0.013728
0,-0.0675255615574477,0.014592
0,-0.0658897548931558,0.015392
0,-0.0643976139909666,0.016128
0,-0.0630458853927327,0.0168
0,-0.0618316217947416,0.017408
0,-0.0607521756214257,0.017952
0,-0.0598051932525996,0.018432
0,-0.0589886098916354,0.018848
0,-0.0583006450633884,0.0192
0,-0.0577397987320562,0.019488
0,-0.0573048480305067,0.019712
0,-0.0569948445939428,0.019872
0,-0.0568091124920923,0.019968
0,-0.0567472467554117,0.02
0,-0.0568091124920923,0.019968
0,-0.0569948445939428,0.019872
0,-0.0573048480305067,0.019712
0,-0.0577397987320562,0.019488
0,-0.0583006450633883,0.0192
0,-0.0589886098916353,0.018848
0,-0.0598051932525995,0.018432
0,-0.0607521756214257,0.017952
0,-0.0618316217947415,0.017408
0,-0.0630458853927326,0.0168
0,-0.0643976139909665,0.016128
0,-0.0658897548931557,0.015392
0,-0.0675255615574476,0.014592
0,-0.0693086006902513,0.013728
0,-0.0712427600230705,0.0128
0,-0.0733322567892981,0.011808
0,-0.0755816469194549,0.010752
0,-0.0779958349749231,0.00963200000000003
0,-0.0805800848418317,0.00844800000000001
0,-0.0833400312084142,0.00720000000000004
0,-0.0862816918508597,0.005888
